"","1","2","3"
"231",0.999999925533909,3.72330456438737e-08,3.72330456438659e-08
"232",0.999999153400818,4.23299591169106e-07,4.23299591169114e-07
"233",0.999999780815699,1.09592150755704e-07,1.09592150755706e-07
"234",0.999999964199946,1.79000268900126e-08,1.7900026890013e-08
"235",0.999999948283661,2.58581693549049e-08,2.58581693549062e-08
"236",0.999999956012247,2.19938762819109e-08,2.19938762819126e-08
"237",0.999999982887588,8.55620597738398e-09,8.55620597738423e-09
"238",0.999999795703462,1.0214826914179e-07,1.02148269141792e-07
"239",0.999999988405981,5.79700967294464e-09,5.79700967294388e-09
"240",0.999999995126206,2.43689697783564e-09,2.43689697783573e-09
"241",0.999999946600741,2.66996294820373e-08,2.66996294820377e-08
"242",0.999999958697976,2.06510118101136e-08,2.0651011810114e-08
"243",0.999999993763087,3.11845655039861e-09,3.11845655039882e-09
"244",0.999999889457021,5.52714897413586e-08,5.52714897413641e-08
"245",0.999999912331844,4.38340780256117e-08,4.38340780256125e-08
"246",0.999999821960568,8.90197160406128e-08,8.90197160406136e-08
"247",0.999999871009985,6.44950076471456e-08,6.4495007647147e-08
"248",0.999999840164012,7.99179938726117e-08,7.99179938726085e-08
"249",0.999999889055466,5.54722667533593e-08,5.54722667533612e-08
"250",0.999999981660368,9.16981619817407e-09,9.16981619817452e-09
"251",0.999999962803111,1.85984444674454e-08,1.85984444674451e-08
"252",0.999998345664963,8.27167518439836e-07,8.27167518439833e-07
"253",0.99999999993024,3.48801253060578e-11,3.4880125306099e-11
"254",0.999999893419121,5.32904395360174e-08,5.32904395360196e-08
"255",0.999999892480916,5.37595419508663e-08,5.37595419508673e-08
"256",0.999999927410219,3.62948906385271e-08,3.6294890638529e-08
"257",0.999999746274738,1.2686263096557e-07,1.26862630965572e-07
"258",0.999999326862787,3.36568606704752e-07,3.3656860670475e-07
"259",0.999999993101449,3.44927554093359e-09,3.44927554093397e-09
"260",0.999999786446729,1.06776635597444e-07,1.06776635597439e-07
"261",0.999999179535549,4.10232225553146e-07,4.10232225553146e-07
"262",0.999999979339786,1.03301069381949e-08,1.03301069381959e-08
"263",0.999999995336554,2.33172312068031e-09,2.33172312068066e-09
"264",0.999999197433529,4.01283235597381e-07,4.01283235597383e-07
